id,name,code,area,lat,lng
1314,十吉166左7,M7908FD86,七股區,23.0863924,120.0689086
1315,十吉165,M7908GB0580,七股區,23.0844978,120.0691949
1316,十吉164-1,M7908GB3646,七股區,23.0846438,120.0694477
1317,十吉164 B1,M7908GB4996,七股區,23.0849155,120.0695922
1318,十吉164,M7908GB5789,七股區,23.0847625,120.0696811
1319,十吉163-2,M7908GB8954,七股區,23.0848995,120.0699437
1320,十吉166左2,M7908GC04,七股區,23.08531,120.0691112
1321,十吉166左3,M7908GC18,七股區,23.0856717,120.0692064
1322,十吉163-1 B1,M7908GC9284,七股區,23.0851712,120.0700687
1323,十吉166左6,M7908GD06,七股區,23.0863935,120.0691038
1324,十吉166左4,M7908GD12,七股區,23.0860329,120.0692039
1325,十吉166左5,M7908GD25,七股區,23.0863044,120.0692996
1326,十吉161左4,M7908GD50,七股區,23.0858546,120.0695955
1327,?,M7908GD5001,七股區,23.0858637,120.0695954
1328,十吉161左5,M7908GD63,七股區,23.0861261,120.0696912
1329,十吉161左6,M7908GD66,七股區,23.086397,120.0696894
1330,十吉161左3,M7908GD9003,七股區,23.085884,120.0699857
1331,十吉161左7,M7908GD99,七股區,23.0866696,120.0699803
1332,十吉161左8,M7908GE72,七股區,23.0869393,120.0697832
1333,十吉161左9,M7908GE86,七股區,23.0873011,120.0698784
1334,十吉158右3-3,M7908HA90,七股區,23.0831539,120.0709805
1335,十吉163-1,M7908HC1009,七股區,23.0850364,120.0701867
1336,十吉161左2,M7908HC2923,七股區,23.0857956,120.0702986
1337,十吉163,M7908HC3264,七股區,23.0851733,120.0704396
1338,十吉161左1,M7908HC58,七股區,23.0856798,120.0705727
1339,十吉162-1,M7908HC6329,七股區,23.0853103,120.0706924
1340,十吉162,M7908HC8419,七股區,23.0854017,120.0708772
1341,十吉161,M7908HC87,七股區,23.0855912,120.0708661
1342,十吉166左22,M7909AA20,七股區,23.0876242,120.0634343
1343,十吉166左31,M7909AC00,七股區,23.0894289,120.0632266
1344,十吉166左32,M7909AC14,七股區,23.0897906,120.0633217
1345,十吉166左33,M7909AC27,七股區,23.0900621,120.0634174
1346,十吉166左34,M7909AD40,七股區,23.0903341,120.0636108
1347,,M7909AD43,七股區,23.090605,120.0636089
1348,十吉166左35,M7909AD53,七股區,23.0906056,120.0637065
1349,十吉166左36,M7909AD67,七股區,23.0909673,120.0638016
1350,十吉166左37,M7909AE70,七股區,23.0912388,120.0638973
1351,十吉166左38,M7909AE93,七股區,23.0915108,120.0640906
1352,十吉166左39,M7909BE06,七股區,23.0917823,120.0641863
1353,十吉166左39 C1,M7909BE08,七股區,23.0919629,120.0641851
1354,十吉166左17左2,M7909CA01,七股區,23.0877249,120.0651905
1355,十吉166左17左3,M7909CA14,七股區,23.0879963,120.0652862
1356,十吉166左17左4,M7909CA28,七股區,23.0883581,120.0653813
1357,十吉166左17左5,M7909CB31,七股區,23.0886295,120.065477
1358,十吉166左17左6,M7909CB44,七股區,23.088901,120.0655728
1359,十吉166左17左7,M7909CB58,七股區,23.0892627,120.0656679
1360,十吉166左17左8,M7909CC62,七股區,23.0896245,120.065763
1361,十吉166左17左9,M7909CC76,七股區,23.0899863,120.0658581
1362,十吉166左17左10,M7909CC89,七股區,23.0902577,120.0659538
1363,十吉166左17左11,M7909CD83,七股區,23.0906189,120.0659513
1364,十吉166左17左12,M7909CD96,七股區,23.0908903,120.066047
1365,十吉166左17左13,M7909DD09,七股區,23.0911618,120.0661428
1366,十吉166左17左14,M7909DE01,七股區,23.0913424,120.0661415
1367,十吉166左17左14 C1,M7909DE04,七股區,23.0916133,120.0661396
1368,十吉166左17左14 C1B1,M7909DE44,七股區,23.0916156,120.06653
1369,十吉161左10,M7909GA90,七股區,23.0876628,120.0699735
1370,十吉161左11,M7909GA94,七股區,23.088024,120.069971
1371,十吉161左12,M7909HA07,七股區,23.0882955,120.0700667
1372,十吉161左13,M7909HB00,七股區,23.0885663,120.0700648
1373,十吉161左14,M7909HB13,七股區,23.0888378,120.0701606
1374,十吉161左15,M7909HB16,七股區,23.0891087,120.0701587
1375,十吉161左16,M7909HB29,七股區,23.0893801,120.0702545
1376,十吉161左17,M7909HC33,七股區,23.0897419,120.0703496
1377,十吉161左18,M7909HC36,七股區,23.0900128,120.0703477
1378,十吉161左19,M7909HC49,七股區,23.0902842,120.0704434
1379,十吉161左20右2,M7909HD04,七股區,23.0907334,120.0700499
1380,十吉161左20右1,M7909HD14,七股區,23.090734,120.0701475
1381,十吉161左20,M7909HD22,七股區,23.090554,120.0702464
1382,?,M7909HD32,七股區,23.0905545,120.070344
1383,十吉161左21,M7909HD56,七股區,23.0909169,120.0705367
1384,十吉161左22左1,M7909HD89,七股區,23.0911895,120.0708276
1385,?,M7909HE12,七股區,23.0914563,120.0701426
1386,十吉161左22,M7909HE61,七股區,23.0913689,120.0706312
1387,十吉161左23,M7909HE64,七股區,23.0916398,120.0706293
1388,十吉161左24,M7909HE78,七股區,23.0920015,120.0707244
1389,三股74,M7910BE89,七股區,23.0965725,120.064934
1390,三股73,M7910CE37,七股區,23.0963948,120.0654233
1391,三股72,M7910CE76,七股區,23.0963068,120.0658144
1392,三股71-1 A1,M7910CE94,七股區,23.0961274,120.0660108
1393,三股71-1,M7910CE96,七股區,23.096308,120.0660096
1394,三股71,M7910DE15,七股區,23.0962188,120.0662054
1395,三股70,M7910DE54,七股區,23.0961309,120.0665964
1396,三股69,M7910DE93,七股區,23.0960429,120.0669875
1397,三股68,M7910EE32,七股區,23.0959549,120.0673785
1398,?,M7910EE3201,七股區,23.0959639,120.0673785
1399,三股67-1,M7910EE52,七股區,23.095956,120.0675737
1400,三股67-1 B1,M7910EE53,七股區,23.0960463,120.0675731
1401,三股67,M7910EE81,七股區,23.0958675,120.0678672
1402,三股65,M7910FD79,七股區,23.0956921,120.0687469
1403,三股66,M7910FE20,七股區,23.0957795,120.0682582
1404,三股65-1,M7910FE40,七股區,23.0957806,120.0684534
1405,三股64,M7910GD18,七股區,23.0956041,120.0691379
1406,三股63,M7910GD67,七股區,23.0955167,120.0696266
1407,十吉161左25右2,M7910HA33,七股區,23.0924507,120.0703309
1408,十吉161左25右3,M7910HA36,七股區,23.0927216,120.0703291
1409,十吉161左25右4,M7910HA39,七股區,23.0929925,120.0703272
1410,十吉161左25右1,M7910HA43,七股區,23.0924513,120.0704285
1411,十吉161左25,M7910HA82,七股區,23.0923633,120.0708196
1412,十吉161左26,M7910HA85,七股區,23.0926342,120.0708177
1413,十吉161左27,M7910HA98,七股區,23.0929056,120.0709134
1414,?,M7910HB31,七股區,23.0931731,120.070326
1415,十吉161左28,M7910HB91,七股區,23.0931765,120.0709116
1416,三股62,M7910HD05,七股區,23.0953384,120.0700182
1417,三股61,M7910HD54,七股區,23.095251,120.0705069
1418,三股60-1,M7910HD74,七股區,23.0952521,120.0707021
1419,三股60,M7910HD93,七股區,23.095163,120.0708979
1420,三股59,M7910HD97,七股區,23.0955241,120.0708954
1421,?,M7910HE91,七股區,23.0958853,120.0708929
1422,三股77 A1,M7911AA02,七股區,23.096833,120.0631753
1423,三股77,M7911AA22,七股區,23.0968341,120.0633705
1424,?,M7911AA2201,七股區,23.0968432,120.0633704
1425,三股76-1,M7911AA62,七股區,23.0968364,120.0637609
1426,三股76,M7911BA01,七股區,23.0967485,120.0641519
1427,三股75,M7911BA40,七股區,23.0966605,120.064543
1428,三股82左17-1,M7912AE06,七股區,23.1053206,120.0631164
1429,三股82左18,M7912AE08,七股區,23.1055012,120.0631151
1430,海埔13,M7912GE49,七股區,23.1056284,120.0693616
1431,海埔12,M7912GE68,七股區,23.1055393,120.0695575
1432,?,M7912GE69,七股區,23.1056296,120.0695569
1433,海埔11,M7912GE98,七股區,23.105541,120.0698503
1434,海埔10,M7912HE27,七股區,23.1054524,120.0701438
1435,海埔9,M7912HE46,七股區,23.1053633,120.0703396
1436,海埔8,M7912HE76,七股區,23.105365,120.0706325
1437,三股82左18-1,M7913AA10,七股區,23.1056823,120.0632115
1438,,M7913AA14,七股區,23.1060435,120.063209
1439,三股82左19,M7913AA24,七股區,23.1060441,120.0633066
1440,三股82左19-1,M7913AA25,七股區,23.1061344,120.0633059
1441,三股82左20,M7913AA39,七股區,23.1064961,120.0634011
1442,海埔36,M7913AB25,七股區,23.1070373,120.0632997
1443,,M7913AB33,七股區,23.1068573,120.0633985
1444,三股82左21,M7913AB43,七股區,23.1068579,120.0634962
1445,海埔35左2,M7913AB49,七股區,23.1073996,120.0634924
1446,海埔35,M7913AB54,七股區,23.1069488,120.0635931
1447,海埔35左1,M7913AB56,七股區,23.1071293,120.0635919
1448,海埔34,M7913AB83,七股區,23.1068602,120.0638866
1449,海埔35左3,M7913AC53,七股區,23.1077614,120.0635875
1450,海埔35左4 A1,M7913AC55,七股區,23.107942,120.0635863
1451,海埔35左4,M7913AC65,七股區,23.1079426,120.0636839
1452,海埔35左4 B1,M7913AC75,七股區,23.1079431,120.0637815
1453,海埔35左5,M7913AC89,七股區,23.1083049,120.0638766
1454,,M7913AD94,七股區,23.1087569,120.0639711
1455,海埔33,M7913BB03,七股區,23.1068614,120.0640818
1456,海埔32,M7913BB32,七股區,23.1067728,120.0643753
1457,,M7913BB33,七股區,23.1068631,120.0643747
1458,海埔31,M7913BB61,七股區,23.1066842,120.0646688
1459,海埔30,M7913BB90,七股區,23.1065957,120.0649622
1460,海埔35左6,M7913BD04,七股區,23.1087575,120.0640687
1461,海埔35左7,M7913BD06,七股區,23.1089381,120.0640674
1462,海埔35左8,M7913BD09,七股區,23.109209,120.0640656
1463,海埔35左8 A1,M7913BD0901,七股區,23.109218,120.0640655
1464,海埔35左9,M7913BE02,七股區,23.1094799,120.0640637
1465,海埔35左10,M7913BE25,七股區,23.1097519,120.064257
1466,海埔35左11,M7913BE29,七股區,23.1101131,120.0642545
1467,海埔28,M7913CA49,七股區,23.1065083,120.0654509
1468,海埔27,M7913CA79,七股區,23.10651,120.0657438
1469,,M7913CA7901,七股區,23.106519,120.0657437
1470,海埔26,M7913CA98,七股區,23.1064209,120.0659396
1471,海埔29,M7913CB10,七股區,23.1065968,120.0651575
1472,海埔25,M7913DA27,七股區,23.1063323,120.0662331
1473,海埔24,M7913DA6655,七股區,23.1062898,120.0666726
1474,海埔24 B1,M7913DA6782,七股區,23.1063532,120.0667015
1475,海埔23,M7913DA76,七股區,23.1062449,120.0667218
1476,海埔22,M7913EA05,七股區,23.1061564,120.0670152
1477,海埔21,M7913EA25,七股區,23.1061575,120.0672104
1478,海埔20,M7913EA54,七股區,23.1060689,120.0675039
1479,海埔19,M7913EA73,七股區,23.1059798,120.0676997
1480,海埔18,M7913FA1276,七股區,23.1059464,120.0681588
1481,海埔15,M7913FA3290,七股區,23.1058935,120.0683739
1482,海埔17,M7913FA4228,七股區,23.1059659,120.0684027
1483,,M7913FA6135,七股區,23.1058497,120.0686085
1484,海埔16,M7913FA9008,七股區,23.1057881,120.0688725
1485,海埔14,M7913GA1071,七股區,23.1057264,120.0691365
1486,義合33左9,M7913HD5351,七股區,23.1087141,120.070463
1487,,M7914AB16,七股區,23.1116417,120.0631701
1488,海埔35左15右4,M7914AB2715,七股區,23.1117778,120.0632765
1489,海埔35左15右3,M7914AB66,七股區,23.1116446,120.0636582
1490,海埔35左12,M7914BA43,七股區,23.1104754,120.0644473
1491,海埔35左13,M7914BA58,七股區,23.1109275,120.0645417
1492,海埔35左13左1,M7914BA77,七股區,23.1108383,120.0647376
1493,海埔35左15右2,M7914BB15,七股區,23.1115572,120.0641469
1494,海埔35左14 A1,M7914BB41,七股區,23.1111978,120.0644422
1495,海埔35左15右1,M7914BB44,七股區,23.1114686,120.0644404
1496,海埔35左14,M7914BB51,七股區,23.1111983,120.0645399
1497,海埔35左15,M7914BB63,七股區,23.1113795,120.0646362
1498,,M7914BB65,七股區,23.1115601,120.064635
1499,海埔35左16,M7914BB75,七股區,23.1115607,120.0647326
1500,海埔35左17,M7914BB89,七股區,23.1119224,120.0648277
1501,海埔35左18,M7914BC93,七股區,23.1122842,120.0649228
1502,海埔35左13左2,M7914CA06,七股區,23.1107498,120.0650311
1503,海埔35左13左3,M7914CA4553,七股區,23.1106892,120.0654708
1504,海埔35左13左4,M7914CA65,七股區,23.110663,120.0656174
1505,海埔35左13左5,M7914CA94,七股區,23.1105744,120.0659109
1506,海埔35左19,M7914CC07,七股區,23.1126459,120.0650179
1507,海埔35左20,M7914CD12,七股區,23.113098,120.0651124
1508,海埔35左21,M7914CD25,七股區,23.1133694,120.0652082
1509,海埔35左22,M7914CD39,七股區,23.1137312,120.0653033
1510,海埔35左23,M7914CE42,七股區,23.1140027,120.065399
1511,海埔35左24,M7914CE55,七股區,23.1142741,120.0654948
1512,海埔35左25,M7914CE69,七股區,23.1146359,120.0655899
1513,潟湖125,M7915AE21,七股區,23.1184143,120.0632207
1514,潟湖124,M7915AE42,七股區,23.1185058,120.0634153
1515,潟湖123,M7915AE73,七股區,23.1185978,120.0637076
1516,潟湖122,M7915BE0448,七股區,23.1187623,120.0640383
1517,潟湖122 A1,M7915BE22,七股區,23.1185104,120.0641963
1518,潟湖121,M7915BE46,七股區,23.1188727,120.064389
1519,潟湖120,M7915BE77,七股區,23.1189648,120.0646813
1520,,M7915CA63,七股區,23.114997,120.0655874
1521,海埔35左26,M7915CA72,七股區,23.1149073,120.0656856
1522,海埔35左27,M7915CA76,七股區,23.1152685,120.0656831
1523,海埔35左28,M7915CA89,七股區,23.11554,120.0657789
1524,海埔35左28 A1,M7915CB60,七股區,23.1156291,120.065583
1525,潟湖119,M7915CE09,七股區,23.1191471,120.0649729
1526,潟湖112右6,M7915DE60,七股區,23.1183437,120.0665404
1527,潟湖112右5,M7915DE74,七股區,23.1187054,120.0666356
1528,潟湖112右4,M7915DE87,七股區,23.1189769,120.0667313
1529,潟湖118,M7916CA31,七股區,23.1193294,120.0652645
1530,潟湖117,M7916CA62,七股區,23.1194214,120.0655567
1531,潟湖116,M7916CA94,七股區,23.1196038,120.0658483
1532,潟湖115,M7916DA35,七股區,23.1196964,120.0662382
1533,潟湖114,M7916DA5770,七股區,23.1198785,120.0665005
1534,潟湖112右3,M7916DA91,七股區,23.1193387,120.0668264
1535,潟湖112右2,M7916DA94,七股區,23.1196095,120.0668246
1536,潟湖113 B1,M7916DA9696,七股區,23.1198448,120.0669108
1537,潟湖113,M7916DA98,七股區,23.1199707,120.0668221
1538,潟湖112右1,M7916EA08,七股區,23.1199713,120.0669197
1539,潟湖112,M7916EB20,七股區,23.120153,120.0671137
1540,潟湖111,M7916EB51,七股區,23.1202451,120.0674059
1541,潟湖111右1,M7916EB60,七股區,23.1201553,120.0675042
1542,潟湖110,M7916EB83,七股區,23.1204274,120.0676975
1543,潟湖109,M7916FB14,七股區,23.1205194,120.0679898
1544,潟湖108,M7916FB4630,七股區,23.1207019,120.0683107
1545,潟湖107,M7916FB7756,七股區,23.1208482,120.0686221
1546,潟湖106,M7916GB0961,七股區,23.1209854,120.0689238
1547,潟湖105,M7916GC3076,七股區,23.1211227,120.0692255
1548,潟湖104,M7916GC72,七股區,23.121251,120.0695468
1549,潟湖103,M7916HC0307,七股區,23.1214062,120.0698386
1550,潟湖102,M7916HC3512,七股區,23.1215434,120.0701403
1551,潟湖101,M7916HC77,七股區,23.1217082,120.0705199
1552,土城390-1,M8000DA89,安南區,23.0478711,120.0750282
1553,?,M8000DA9701,安南區,23.0477001,120.075127
1554,土城389,M8000DB65,安南區,23.0484117,120.0748294
1555,土城388,M8000DB69,安南區,23.0487729,120.0748269
1556,土城390,M8000DB71,安南區,23.0480511,120.0749294
1557,土城386,M8000DC47,安南區,23.0494941,120.0746268
1558,土城387,M8000DC53,安南區,23.0491335,120.0747269
1559,?,M8000DD29,安南區,23.0505765,120.0744243
1560,土城385,M8000DD31,安南區,23.0498547,120.0745268
1561,土城384,M8000DD35,安南區,23.0502159,120.0745243
1562,土城383-1,M8000DD37,安南區,23.0503965,120.0745231
1563,土城383,M8000DD3955,安南區,23.0506225,120.0745703
1564,土城383 A1,M8000DD5997,安南區,23.0506419,120.0748044
1565,土城381,M8000DE26,安南區,23.0512086,120.07442
1566,土城380,M8000DE29,安南區,23.0514795,120.0744181
1567,土城382,M8000DE32,安南區,23.050848,120.07452
1568,土城383 A2,M8000DE8977,安南區,23.0515465,120.0750714
1569,土城391,M8000EA08,安南區,23.047782,120.075224
1570,土城392,M8000EA35,安南區,23.0475128,120.0755185
1571,土城393,M8000EA62,安南區,23.0472436,120.0758131
1572,土城390-1右1,M8000EB0183,安南區,23.0480804,120.0753
1573,土城390-1右2,M8000EB2478,安南區,23.0483975,120.0754832
1574,土城390-1右3,M8000EB5747,安南區,23.0486609,120.0757449
1575,土城390-1右4,M8000EC7133,安南區,23.048987,120.0759281
1576,土城390-1右5,M8000EC9419,安南區,23.0493131,120.0761015
1577,土城383 A3,M8000EE0251,安南區,23.0508613,120.0752517
1578,土城383 A4,M8000EE2520,安南區,23.0511241,120.0754158
1579,土城383 A5,M8000EE37,安南區,23.0513052,120.0754926
1580,土城390-1右6,M8000FC0893,安南區,23.0496212,120.076275
1581,土城370右9,M8000GE88,安南區,23.0514097,120.0779314
1582,土城370右12,M8000HD49,安南區,23.0506005,120.0785223
1583,土城370右13,M8000HD66,安南區,23.0503307,120.0787193
1584,土城370右14,M8000HD91,安南區,23.0498809,120.0790151
1585,土城370右9-1,M8000HE06,安南區,23.0512302,120.0781277
1586,土城370右9-1右1,M8000HE09,安南區,23.0515011,120.0781259
1587,土城370右10,M8000HE25,安南區,23.0511411,120.0783235
1588,?,M8000HE2599,安南區,23.0512229,120.0784108
1589,土城370右11,M8000HE42,安南區,23.0508713,120.0785205
1590,?,M8001DA12,安南區,23.0517498,120.0743187
1591,土城379,M8001DA22,安南區,23.0517503,120.0744163
1592,土城378-1,M8001DA24,安南區,23.0519309,120.074415
1593,土城378,M8001DA26,安南區,23.0521115,120.0744138
1594,?,M8001DA27,安南區,23.0522018,120.0744132
1595,土城377,M8001DA38,安南區,23.0522927,120.0745101
1596,土城379 A1,M8001DA42,安南區,23.0517515,120.0746114
1597,土城376,M8001DB62,安南區,23.0526556,120.0748004
1598,土城375,M8001DB74,安南區,23.0528367,120.0748967
1599,土城374,M8001EB08,安南區,23.0531996,120.075187
1600,土城370右3 B1,M8001EB87,安南區,23.0531139,120.0759682
1601,土城370右4,M8001EB90,安南區,23.0524824,120.0760701
1602,土城370右3,M8001EB92,安南區,23.052663,120.0760688
1603,土城373,M8001EC21,安南區,23.0534717,120.0753803
1604,土城372,M8001EC44,安南區,23.0537437,120.0755736
1605,土城371,M8001EC67,安南區,23.0540157,120.0757669
1606,土城370右2,M8001EC91,安南區,23.0534756,120.0760633
1607,土城370右1,M8001EC96,安南區,23.0539271,120.0760602
1608,土城370右1 A1,M8001EC98,安南區,23.0541077,120.076059
1609,土城370,M8001ED80,安南區,23.0542877,120.0759602
1610,?,M8001ED81,安南區,23.054378,120.0759595
1611,土城369-1,M8001ED91,安南區,23.0543786,120.0760571
1612,土城370右5,M8001FA29,安南區,23.0523938,120.0763634
1613,土城370右6,M8001FA67,安南區,23.0522155,120.0767549
1614,?,M8001FB20,安南區,23.0524841,120.0763628
1615,土城369,M8001FD03,安南區,23.0545598,120.0761535
1616,土城368,M8001FD36,安南區,23.0548323,120.0764443
1617,土城367,M8001FD59,安南區,23.0551044,120.0766376
1618,土城366,M8001FE72,安南區,23.0553764,120.0768309
1619,土城365,M8001FE96,安南區,23.0557387,120.0770236
1620,土城370右7,M8001GA04,安南區,23.0519469,120.0771471
1621,土城370右8,M8001GA40,安南區,23.051588,120.0775398
1622,土城364,M8001GE29,安南區,23.0560113,120.0773145
1623,土城370右9-1右2,M8001HA21,安南區,23.0516829,120.0783198
1624,土城370右9-1右3,M8001HA34,安南區,23.0519543,120.0784155
1625,土城370右9-1右4,M8001HA57,安南區,23.0522263,120.0786088
1626,土城370右9-1右5,M8001HB60,安南區,23.0524978,120.0787046
1627,土城370右9-1右5 C1,M8001HB96,安南區,23.0530413,120.0789936
1628,土城359-1,M8001HE79,安南區,23.0560198,120.0787782
1629,土城359 B1,M8001HE89,安南區,23.0560204,120.0788757
1630,?,M8001HE97,安南區,23.0558404,120.0789745
1631,土城359,M8001HE98,安南區,23.0559307,120.0789739
1632,?,M8002GA32,安南區,23.0562828,120.0774102
1633,土城363,M8002GA42,安南區,23.0562833,120.0775078
1634,,M8002GA54,安南區,23.0564645,120.0776042
1635,土城362,M8002GA61,安南區,23.0561942,120.0777036
1636,砂崙92左68,M8002GA65,安南區,23.0565554,120.0777011
1637,土城361-1,M8002GA81,安南區,23.0561953,120.0778987
1638,砂崙92左67,M8002GA98,安南區,23.0568279,120.077992
1639,土城361,M8002HA01,安南區,23.0561965,120.0780939
1640,土城361-1 B1,M8002HA0222,安南區,23.0563049,120.0781127
1641,土城360,M8002HA30,安南區,23.0561079,120.0783872
1642,土城358左3 C1,M8002HA56,安南區,23.0566508,120.0785787
1643,土城358-1左3 C1B1,M8002HA59,安南區,23.0569217,120.0785769
1644,土城358-1左3,M8002HA85,安南區,23.0565622,120.0788721
1645,砂崙92左66,M8002HB12,安南區,23.0571903,120.0781847
1646,砂崙92左65,M8002HB35,安南區,23.0574623,120.078378
1647,砂崙92左64,M8002HB68,安南區,23.0577349,120.0786689
1648,砂崙92左63,M8002HC82,安南區,23.0580972,120.0788616
1649,十吉89右78,M8005AD31,七股區,23.0724112,120.0714447
1650,十吉89右77,M8005AD65,七股區,23.0727741,120.071735
1651,十吉89右76,M8005AD89,七股區,23.0731364,120.0719277
1652,十吉89右74左4,M8005AE1594,七股區,23.0737108,120.0713284
1653,十吉89右74左5,M8005AE1821,七股區,23.0739542,120.0712584
1654,十吉89右74左3,M8005AE89,七股區,23.0740393,120.0719215
1655,十吉89右74左2,M8005BE19,七股區,23.074041,120.0722143
1656,十吉89右75,M8005BE21,七股區,23.0733193,120.0723168
1657,十吉89右74左1-1,M8005BE38,七股區,23.0739519,120.07241
1658,十吉89右74,M8005BE54,七股區,23.0735919,120.0726077
1659,十吉89右74左1,M8005BE57,七股區,23.0738627,120.0726058
1660,十吉89右73,M8005BE87,七股區,23.0738645,120.0728986
1661,,M8005BE8701,七股區,23.0738735,120.0728986
1662,十吉89右74左6,M8006AA46,七股區,23.0746691,120.0715268
1663,十吉89右74左7,M8006AA49,七股區,23.07494,120.0715249
1664,十吉89右74左9,M8006AB36,七股區,23.0755715,120.071423
1665,十吉89右74左8,M8006AB43,七股區,23.0753011,120.0715224
1666,十吉89右74左10,M8006AC30,七股區,23.0759326,120.0714205
1667,十吉89右74左11,M8006AC33,七股區,23.0762035,120.0714187
1668,十吉89右74左1-1左1,M8006BA50,七股區,23.0741336,120.072604
1669,十吉89右74左1-1左2,M8006BA53,七股區,23.0744045,120.0726021
1670,十吉89右74左1-1左3,M8006BA57,七股區,23.0747657,120.0725997
1671,十吉89右74左1-1左6右1,M8006BB38,七股區,23.0757578,120.0723977
1672,十吉89右74左1-1左4,M8006BB50,七股區,23.0750366,120.0725978
1673,十吉89右74左1-1左5,M8006BB54,七股區,23.0753977,120.0725953
1674,十吉89右74左1-1左6,M8006BB58,七股區,23.0757589,120.0725928
1675,十吉89右74左1-1左6左1,M8006BB59,七股區,23.0758492,120.0725922
1676,十吉89右74左1-1左6左2,M8006BB79,七股區,23.0758504,120.0727874
1677,十吉89右74左1-1左7,M8006BC51,七股區,23.0760298,120.072591
1678,十吉89右74左1-1左8,M8006BC54,七股區,23.0763007,120.0725891
1679,十吉89右74左1-1左9,M8006BC58,七股區,23.0766619,120.0725866
1680,十吉89右74左1-1左10,M8006BD52,七股區,23.077023,120.0725842
1681,十吉89右74左1-1左11,M8006BD55,七股區,23.0772939,120.0725823
1682,十吉89右74左1-1左12,M8006BD59,七股區,23.0776551,120.0725798
1683,,M8006BE47,七股區,23.0783769,120.0724773
1684,十吉89右74左1-1左13,M8006BE53,七股區,23.0780163,120.0725774
1685,十吉89右74左1-1左14,M8006BE57,七股區,23.0783775,120.0725749
1686,十吉89右74左1-1左15,M8006BE87,七股區,23.0783792,120.0728676
1687,十吉89右72,M8006CA20,七股區,23.0741376,120.0732871
1688,十吉89右71,M8006CA64,七股區,23.0745011,120.073675
1689,十吉89右70,M8006CA97,七股區,23.0747737,120.0739659
1690,十吉89右74左1-1左6左3,M8006CB49,七股區,23.0758544,120.0734705
1691,十吉89右74左1-1左16,M8006CE17,七股區,23.0783809,120.0731604
1692,十吉89右74左1-1左17,M8006CE47,七股區,23.0783826,120.0734532
1693,十吉89右74左1-1左18左1,M8006CE86,七股區,23.0782946,120.0738442
1694,十吉89右74左1-1左18,M8006CE87,七股區,23.0783849,120.0738436
1695,十吉89右69,M8006DB31,七股區,23.0751372,120.0743538
1696,十吉89右68,M8006DB74,七股區,23.0754103,120.0747423
1697,十吉89右67,M8006EB07,七股區,23.0756829,120.0750332
1698,十吉89右66,M8006EC41,七股區,23.0760464,120.0754211
1699,十吉89右65,M8006EC84,七股區,23.0763196,120.0758096
1700,,M8006EC8401,七股區,23.0763286,120.0758096
1701,十吉89右64,M8006FC17,七股區,23.0765922,120.0761005
1702,十吉89右63,M8006FD60,七股區,23.0768659,120.0765867
1703,十吉89右62,M8006GD04,七股區,23.0772294,120.0769746
1704,十吉89右61,M8006GD36,七股區,23.0774117,120.0772661
1705,十吉89右60,M8006GD69,七股區,23.0776843,120.077557
1706,十吉89右59,M8006HE12,七股區,23.077958,120.0780431
1707,,M8006HE46,七股區,23.0783209,120.0783334
1708,十吉89右58,M8006HE55,七股區,23.0782311,120.0784317
1709,十吉89右57,M8006HE88,七股區,23.0785037,120.0787226
1710,十吉89右74左1-1左14右1,M8007BA51,七股區,23.0787386,120.0725724
1711,十吉89右74左1-1左14右2,M8007BA54,七股區,23.0790095,120.0725705
1712,十吉89右74左1-1左19,M8007CA80,七股區,23.0786558,120.0738417
1713,十吉89右74左1-1左20,M8007CA84,七股區,23.079017,120.0738392
1714,十吉89右74左1-1左20右1,M8007CA88,七股區,23.0793781,120.0738368
1715,十吉89右74左1-1左20右2,M8007CB81,七股區,23.079649,120.0738349
1716,十吉89右74左1-1左20右3,M8007CB85,七股區,23.0800102,120.0738324
1717,十吉89右74左1-1左21,M8007DA04,七股區,23.0790181,120.0740344
1718,十吉89右74左1-1左22,M8007DA44,七股區,23.0790204,120.0744248
1719,十吉89右74左1-1左23,M8007DA84,七股區,23.0790227,120.0748152
1720,十吉89右74左1-1左24,M8007EA14,七股區,23.0790244,120.075108
1721,十吉89右74左1-1左25,M8007EA54,七股區,23.0790267,120.0754983
1722,十吉89右74左1-1左26,M8007EA84,七股區,23.0790284,120.0757911
1723,十吉89右74左1-1左28,M8007FA11,七股區,23.0787592,120.0760857
1724,十吉89右74左1-1左27,M8007FA14,七股區,23.0790301,120.0760839
1725,十吉158右3-2,M8008AA31,七股區,23.0832465,120.0713703
1726,十吉158右3-1,M8008AA62,七股區,23.0833385,120.0716624
1727,十吉158右2,M8008AB5851,七股區,23.0847919,120.0716036
1728,十吉158右2-1,M8008AB6432,七股區,23.0844402,120.0716841
1729,十吉158右1-1,M8008AB8990,七股區,23.0848751,120.0719349
1730,十吉160,M8008AC06,七股區,23.0855021,120.071062
1731,十吉159,M8008AC46,七股區,23.0855044,120.0714523
1732,,M8008AC83,七股區,23.0852358,120.0718446
1733,十吉158-1,M8008AC84,七股區,23.0853261,120.071844
1734,十吉158右3,M8008BA03,七股區,23.0834311,120.0720522
1735,十吉158右2-4右1,M8008BA34,七股區,23.0835231,120.0723444
1736,十吉158右2-3,M8008BA57,七股區,23.0837951,120.0725377
1737,十吉158右2-4,M8008BA64,七股區,23.0835248,120.0726371
